00OW               20121019                                                                                   
0601OWB1+       20130101000750100000005000 0100004610000613   
0601OWB1+       20130101000755100000005000 0100004690000619   
0601OWB1+       20130101000760100000005000 0100004780000627   
0601OWB1+       20130101000765100000005000 0100004870000635   
0601OWB1+       20130101000770100000005000 0100004940000639   
0601OWB1+       20130101000775100000005000 0100005020000646   
0601OWB1+       20130101000780100000005000 0100005110000653   
0601OWB1+       20130101000785100000005000 0100005180000658   
0601OWB1+       20130101000790100000005000 0100005270000665   
0601OWB1+       20130101000795100000005000 0100005350000671   
0601OWB1+       20130101000800100000005000 0100005440000678   
0601OWB1+       20130101000805100000005000 0100005510000682   
0601OWB1+       20130101000810100000005000 0100005600000689   
0601OWB1+       20130101000815100000005000 0100005690000696   
0601OWB1+       20130101000820100000005000 0100005770000702   
0601OWB1+       20130101000825100000005000 0100005840000706   
0601OWB1+       20130101000830100000005000 0100005930000712   
0601OWB1+       20130101000835100000005000 0100006010000718   
0601OWB1+       20130101000840100000005000 0100006090000723   
0601OWB1+       20130101000845100000005000 0100006170000728   
0601OWB1+       20130101000850100000005000 0100006260000734   
0601OWB1+       20130101000855100000005000 0100006340000739   
0601OWB1+       20130101000860100000005000 0100006420000744   
0601OWB1+       20130101000865100000005000 0100006500000749   
0601OWB1+       20130101000870100000005000 0100006590000755   
0601OWB1+       20130101000875100000005000 0100006670000760   
0601OWB1+       20130101000880100000005000 0100006750000765   
0601OWB1+       20130101000885100000005000 0100006830000770   
0601OWB1+       20130101000890100000005000 0100006920000775   
0601OWB1+       20130101000895100000005000 0100007000000780   
0601OWB1+       20130101000900100000005000 0100007080000784   
0601OWB1+       20130101000905100000005000 0100007160000789   
0601OWB1+       20130101000910100000005000 0100007250000795   
0601OWB1+       20130101000915100000005000 0100007320000798   
0601OWB1+       20130101000920100000005000 0100007410000803   
0601OWB1+       20130101000925100000005000 0100007500000809   
0601OWB1+       20130101000930100000005000 0100007590000814   
0601OWB1+       20130101000935100000005000 0100007660000817   
0601OWB1+       20130101000940100000005000 0100007750000822   
0601OWB1+       20130101000945100000005000 0100007840000827   
0601OWB1+       20130101000950100000005000 0100007930000833   
0601OWB1+       20130101000955100000005000 0100008010000837   
0601OWB1+       20130101000960100000005000 0100008100000842   
0601OWB1+       20130101000965100000005000 0100008190000847   
0601OWB1+       20130101000970100000005000 0100008270000850   
0601OWB1+       20130101000975100000005000 0100008360000855   
0601OWB1+       20130101000980100000005000 0100008450000860   
0601OWB1+       20130101000985100000005000 0100008540000865   
0601OWB1+       20130101000990100000005000 0100008620000869   
0601OWB1+       20130101000995100000005000 0100008710000873   
0601OWB1+       20130101001000100000005000 0100008800000878   
0601OWB1+       20130101001005100000005000 0100008880000881   
0601OWB1+       20130101001010100000005000 0100008960000885   
0601OWB1+       20130101001015100000005000 0100009050000889   
0601OWB1+       20130101001020100000005000 0100009140000894   
0601OWB1+       20130101001025100000005000 0100009220000897   
0601OWB1+       20130101001030100000005000 0100009310000902   
0601OWB1+       20130101001035100000005000 0100009400000906   
0601OWB1+       20130101001040100000005000 0100009490000910   
0601OWB1+       20130101001045100000005000 0100009560000913   
0601OWB1+       20130101001050100000005000 0100009650000917   
0601OWB1+       20130101001055100000005000 0100009740000921   
0601OWB1+       20130101001060100000005000 0100009830000925   
0601OWB1+       20130101001065100000005000 0100009920000929   
0601OWB1+       20130101001070100000005000 0100010010000933   
0601OWB1+       20130101001075100000005000 0100010100000937   
0601OWB1+       20130101001080100000005000 0100010180000940   
0601OWB1+       20130101001085100000005000 0100010260000943   
0601OWB1+       20130101001090100000005000 0100010350000947   
0601OWB1+       20130101001095100000005000 0100010440000951   
0601OWB1+       20130101001100100000005000 0100010520000954   
0601OWB1+       20130101001105100000005000 0100010610000958   
0601OWB1+       20130101001110100000005000 0100010700000962   
0601OWB1+       20130101001115100000005000 0100010780000965   
0601OWB1+       20130101001120100000005000 0100010860000967   
0601OWB1+       20130101001125100000005000 0100010960000972   
0601OWB1+       20130101001130100000005000 0100011040000975   
0601OWB1+       20130101001135100000005000 0100011120000978   
0601OWB1+       20130101001140100000005000 0100011220000982   
0601OWB1+       20130101001145100000005000 0100011300000985   
0601OWB1+       20130101001150100000005000 0100011390000988   
0601OWB1+       20130101001155100000005000 0100011480000992   
0601OWB1+       20130101001160100000005000 0100011570000995   
0601OWB1+       20130101001165100000005000 0100011650000998   
0601OWB1+       20130101001170100000005000 0100011740001001   
0601OWB1+       20130101001175100000005000 0100011830001005   
0601OWB1+       20130101001180100000005000 0100011910001007   
0601OWB1+       20130101001185100000005000 0100012010001011   
0601OWB1+       20130101001190100000005000 0100012090001014   
0601OWB1+       20130101001195100000005000 0100012170001016   
0601OWB1+       20130101001200100000005000 0100012280001021   
0601OWB1+       20130101001205100000005000 0100012360001024   
0601OWB1+       20130101001210100000005000 0100012450001027   
0601OWB1+       20130101001215100000005000 0100012550001031   
0601OWB1+       20130101001220100000005000 0100012640001034   
0601OWB1+       20130101001225100000005000 0100012720001036   
0601OWB1+       20130101001230100000005000 0100012820001040   
0601OWB1+       20130101001235100000005000 0100012910001043   
0601OWB1+       20130101001240100000005000 0100013000001046   
0601OWB1+       20130101001245100000005000 0100013100001050   
0601OWB1+       20130101001250100000005000 0100013180001052   
0601OWB1+       20130101001255100000005000 0100013270001055   
0601OWB1+       20130101001260100000005000 0100013370001059   
0601OWB1+       20130101001265100000005000 0100013460001062   
0601OWB1+       20130101001270100000005000 0100013540001064   
0601OWB1+       20130101001275100000005000 0100013650001068   
0601OWB1+       20130101001280100000005000 0100013730001071   
0601OWB1+       20130101001285100000005000 0100013820001073   
0601OWB1+       20130101001290100000005000 0100013920001077   
0601OWB1+       20130101001295100000005000 0100014010001080   
0601OWB1+       20130101001300100000005000 0100014100001083   
0601OWB1+       20130101001305100000005000 0100014200001086   
0601OWB1+       20130101001310100000005000 0100014290001089   
0601OWB1+       20130101001315100000005000 0100014380001091   
0601OWB1+       20130101001320100000005000 0100014490001096   
0601OWB1+       20130101001325100000005000 0100014580001098   
0601OWB1+       20130101001330100000005000 0100014670001101   
0601OWB1+       20130101001335100000005000 0100014780001105   
0601OWB1+       20130101001340100000005000 0100014870001108   
0601OWB1+       20130101001345100000005000 0100014960001110   
0601OWB1+       20130101001350100000005000 0100015070001114   
0601OWB1+       20130101001355100000005000 0100015160001117   
0601OWB1+       20130101001360100000005000 0100015250001119   
0601OWB1+       20130101001365100000005000 0100015350001122   
0601OWB1+       20130101001370100000005000 0100015440001125   
0601OWB1+       20130101001375100000005000 0100015530001127   
0601OWB1+       20130101001380100000005000 0100015640001131   
0601OWB1+       20130101001385100000005000 0100015730001134   
0601OWB1+       20130101001390100000005000 0100015830001137   
0601OWB1+       20130101001395100000005000 0100015940001141   
0601OWB1+       20130101001400100000005000 0100016030001143   
0601OWB1+       20130101001405100000005000 0100016130001146   
0601OWB1+       20130101001410100000005000 0100016240001150   
0601OWB1+       20130101001415100000005000 0100016330001152   
0601OWB1+       20130101001420100000005000 0100016430001155   
0601OWB1+       20130101001425100000005000 0100016540001159   
0601OWB1+       20130101001430100000005000 0100016630001161   
0601OWB1+       20130101001435100000005000 0100016730001164   
0601OWB1+       20130101001440100000005000 0100016840001167   
0601OWB1+       20130101001445100000005000 0100016940001170   
0601OWB1+       20130101001450100000005000 0100017030001172   
0601OWB1+       20130101001455100000005000 0100017140001176   
0601OWB1+       20130101001460100000005000 0100017240001179   
0601OWB1+       20130101001465100000005000 0100017340001182   
0601OWB1+       20130101001470100000005000 0100017460001186   
0601OWB1+       20130101001475100000005000 0100017550001188   
0601OWB1+       20130101001480100000005000 0100017650001191   
0601OWB1+       20130101001485100000005000 0100017770001195   
0601OWB1+       20130101001490100000005000 0100017870001197   
0601OWB1+       20130101001495100000005000 0100017970001200   
0601OWB1+       20130101001500100000500000 0100023980001370   
0601OWB1+       20130101002000100000500000 0100036230001610   
0601OWB1+       20130101002500100000500000 0100048480001763   
0601OWB1+       20130101003000100000500000 0100060820001871   
0601OWB1+       20130101003500100000500000 0100073140001950   
0601OWB1+       20130101004000100000500000 0100085460002011   
0601OWB1+       20130101004500100000500000 0100097780002059   
0601OWB1+       20130101005000100000500000 0100110100002097   
0601OWB1+       20130101005500100000500000 0100122420002129   
0601OWB1+       20130101006000100000500000 0100134730002156   
0601OWB1+       20130101006500100000500000 0100147050002179   
0601OWB1+       20130101007000100000500000 0100159370002198   
0601OWB1+       20130101007500100000500000 0100171690002215   
0601OWB1+       20130101008000100000500000 0100184030002231   
0601OWB1+       20130101008500100000500000 0100196140002242   
0601OWB1+       20130101009000100000500000 0100207790002246   
0601OWB1+       20130101009500100000500000 0100219440002251   
